Vehicle ID,Timestamp,Location,Vehicle Type,Speed (km/h),Direction,Lane Number
71,2023-02-02 17:00:00,MS5,Car,87,Outbound,1
72,2023-02-02 17:30:00,MS5,Truck,75,Outbound,1
73,2023-02-02 18:00:00,MS5,Bus,88,Outbound,1
74,2023-02-02 18:30:00,MS5,Bus,40,Outbound,1
75,2023-02-02 19:00:00,MS5,Truck,71,Outbound,1
76,2023-02-02 19:30:00,MS5,Car,44,Outbound,1
77,2023-02-02 20:00:00,MS5,Car,74,Inbound,1
78,2023-02-02 20:30:00,MS5,Bus,41,Inbound,1
79,2023-02-02 21:00:00,MS5,Truck,73,Inbound,1
80,2023-02-02 21:30:00,MS5,Bus,72,Inbound,1
81,2023-02-02 22:00:00,MS5,Truck,55,Inbound,1
82,2023-02-02 22:30:00,MS5,Car,54,Inbound,1
83,2023-02-02 23:00:00,MS5,Truck,37,Outbound,1
84,2023-02-02 23:30:00,MS5,Car,85,Outbound,1
85,2023-02-03 00:00:00,MS5,Truck,56,Inbound,1
86,2023-02-03 00:30:00,MS5,Bus,81,Inbound,1
87,2023-02-03 01:00:00,MS5,Car,38,Outbound,1
88,2023-02-03 01:30:00,MS5,Bus,62,Outbound,1
89,2023-02-03 02:00:00,MS5,Bus,46,Outbound,1
90,2023-02-03 02:30:00,MS5,Car,72,Inbound,1
91,2023-02-03 03:00:00,MS5,Car,85,Outbound,1
92,2023-02-03 03:30:00,MS5,Bus,70,Inbound,1
93,2023-02-03 04:00:00,MS5,Bus,81,Inbound,1
94,2023-02-03 04:30:00,MS5,Bus,75,Outbound,1
95,2023-02-03 05:00:00,MS5,Bus,39,Outbound,1
96,2023-02-03 05:30:00,MS5,Car,47,Inbound,1
97,2023-02-03 06:00:00,MS5,Car,57,Outbound,1
98,2023-02-03 06:30:00,MS5,Bus,84,Outbound,1
99,2023-02-03 07:00:00,MS5,Truck,64,Inbound,1
100,2023-02-03 07:30:00,MS5,Truck,71,Outbound,1
101,2023-02-03 08:00:00,MS5,Car,59,Inbound,1
102,2023-02-03 08:30:00,MS5,Bus,82,Inbound,1
103,2023-02-03 09:00:00,MS5,Bus,61,Outbound,1
104,2023-02-03 09:30:00,MS5,Car,85,Inbound,1
105,2023-02-03 10:00:00,MS5,Truck,48,Inbound,1
106,2023-02-03 10:30:00,MS5,Truck,82,Outbound,1
107,2023-02-03 11:00:00,MS5,Truck,81,Outbound,1
108,2023-02-03 11:30:00,MS5,Car,88,Outbound,1
109,2023-02-03 12:00:00,MS5,Truck,70,Inbound,1
110,2023-02-03 12:30:00,MS5,Car,73,Inbound,1
111,2023-02-03 13:00:00,MS5,Car,50,Outbound,1
112,2023-02-03 13:30:00,MS5,Bus,56,Inbound,1
113,2023-02-03 14:00:00,MS5,Truck,55,Outbound,1
114,2023-02-03 14:30:00,MS5,Car,88,Outbound,1
115,2023-02-03 15:00:00,MS5,Truck,55,Inbound,1
116,2023-02-03 15:30:00,MS5,Truck,42,Outbound,1
117,2023-02-03 16:00:00,MS5,Bus,83,Inbound,1
118,2023-02-03 16:30:00,MS5,Truck,50,Inbound,1
119,2023-02-03 17:00:00,MS5,Bus,89,Outbound,1
120,2023-02-03 17:30:00,MS5,Car,65,Inbound,1
121,2023-02-03 18:00:00,MS5,Truck,76,Outbound,1
122,2023-02-03 18:30:00,MS5,Car,44,Inbound,1
123,2023-02-03 19:00:00,MS5,Truck,66,Inbound,1
124,2023-02-03 19:30:00,MS5,Car,68,Inbound,1
125,2023-02-03 20:00:00,MS5,Truck,43,Outbound,1
126,2023-02-03 20:30:00,MS5,Truck,51,Inbound,1
127,2023-02-03 21:00:00,MS5,Truck,45,Outbound,1
128,2023-02-03 21:30:00,MS5,Truck,66,Inbound,1
129,2023-02-03 22:00:00,MS5,Truck,44,Inbound,1
130,2023-02-03 22:30:00,MS5,Truck,56,Outbound,1
131,2023-02-03 23:00:00,MS5,Truck,51,Outbound,1
132,2023-02-03 23:30:00,MS5,Truck,38,Outbound,1
133,2023-02-04 00:00:00,MS5,Truck,82,Outbound,1
134,2023-02-04 00:30:00,MS5,Car,86,Outbound,1
135,2023-02-04 01:00:00,MS5,Bus,81,Inbound,1
136,2023-02-04 01:30:00,MS5,Truck,59,Inbound,1
137,2023-02-04 02:00:00,MS5,Bus,55,Outbound,1
138,2023-02-04 02:30:00,MS5,Truck,71,Inbound,1
139,2023-02-04 03:00:00,MS5,Truck,72,Inbound,1
140,2023-02-04 03:30:00,MS5,Car,83,Inbound,1
141,2023-02-04 04:00:00,MS5,Car,35,Outbound,1
142,2023-02-04 04:30:00,MS5,Bus,59,Inbound,1
143,2023-02-04 05:00:00,MS5,Car,85,Inbound,1
144,2023-02-04 05:30:00,MS5,Car,70,Inbound,1
145,2023-02-04 06:00:00,MS5,Bus,51,Outbound,1
146,2023-02-04 06:30:00,MS5,Car,75,Inbound,1
147,2023-02-04 07:00:00,MS5,Truck,58,Inbound,1
148,2023-02-04 07:30:00,MS5,Bus,36,Outbound,1
149,2023-02-04 08:00:00,MS5,Bus,74,Outbound,1
150,2023-02-04 08:30:00,MS5,Truck,49,Inbound,1
151,2023-02-04 09:00:00,MS5,Car,66,Inbound,1
152,2023-02-04 09:30:00,MS5,Bus,73,Outbound,1
153,2023-02-04 10:00:00,MS5,Bus,40,Outbound,1
154,2023-02-04 10:30:00,MS5,Truck,35,Outbound,1
155,2023-02-04 11:00:00,MS5,Truck,81,Outbound,1
156,2023-02-04 11:30:00,MS5,Car,57,Outbound,1
157,2023-02-04 12:00:00,MS5,Bus,73,Outbound,1
158,2023-02-04 12:30:00,MS5,Car,51,Outbound,1
159,2023-02-04 13:00:00,MS5,Car,68,Inbound,1
160,2023-02-04 13:30:00,MS5,Truck,75,Outbound,1
161,2023-02-04 14:00:00,MS5,Bus,63,Outbound,1
162,2023-02-04 14:30:00,MS5,Bus,43,Inbound,1
163,2023-02-04 15:00:00,MS5,Bus,47,Outbound,1
164,2023-02-04 15:30:00,MS5,Truck,40,Outbound,1
165,2023-02-04 16:00:00,MS5,Truck,40,Inbound,1
166,2023-02-04 16:30:00,MS5,Truck,54,Outbound,1
167,2023-02-04 17:00:00,MS5,Truck,86,Inbound,1
168,2023-02-04 17:30:00,MS5,Truck,87,Inbound,1
169,2023-02-04 18:00:00,MS5,Bus,37,Inbound,1
170,2023-02-04 18:30:00,MS5,Car,51,Inbound,1
171,2023-02-04 19:00:00,MS5,Bus,83,Outbound,1
172,2023-02-04 19:30:00,MS5,Car,46,Inbound,1
173,2023-02-04 20:00:00,MS5,Truck,82,Inbound,1
174,2023-02-04 20:30:00,MS5,Car,81,Outbound,1
175,2023-02-04 21:00:00,MS5,Bus,79,Inbound,1
176,2023-02-04 21:30:00,MS5,Bus,89,Inbound,1
177,2023-02-04 22:00:00,MS5,Car,35,Inbound,1
178,2023-02-04 22:30:00,MS5,Truck,51,Inbound,1
179,2023-02-04 23:00:00,MS5,Truck,37,Outbound,1
180,2023-02-04 23:30:00,MS5,Bus,60,Inbound,1
181,2023-02-05 00:00:00,MS5,Car,49,Outbound,1
182,2023-02-05 00:30:00,MS5,Truck,70,Outbound,1
183,2023-02-05 01:00:00,MS5,Truck,66,Inbound,1
184,2023-02-05 01:30:00,MS5,Bus,66,Inbound,1
185,2023-02-05 02:00:00,MS5,Truck,38,Inbound,1
186,2023-02-05 02:30:00,MS5,Car,52,Inbound,1
187,2023-02-05 03:00:00,MS5,Bus,83,Outbound,1
188,2023-02-05 03:30:00,MS5,Bus,53,Outbound,1
189,2023-02-05 04:00:00,MS5,Car,77,Outbound,1
190,2023-02-05 04:30:00,MS5,Bus,86,Inbound,1
191,2023-02-05 05:00:00,MS5,Truck,69,Outbound,1
192,2023-02-05 05:30:00,MS5,Truck,74,Inbound,1
193,2023-02-05 06:00:00,MS5,Car,48,Inbound,1
194,2023-02-05 06:30:00,MS5,Truck,67,Inbound,1
195,2023-02-05 07:00:00,MS5,Car,48,Inbound,1
196,2023-02-05 07:30:00,MS5,Car,68,Inbound,1
197,2023-02-05 08:00:00,MS5,Truck,89,Outbound,1
198,2023-02-05 08:30:00,MS5,Car,38,Outbound,1
199,2023-02-05 09:00:00,MS5,Truck,58,Inbound,1
200,2023-02-05 09:30:00,MS5,Bus,63,Outbound,1
201,2023-02-05 10:00:00,MS5,Bus,53,Inbound,1
202,2023-02-05 10:30:00,MS5,Car,40,Inbound,1
203,2023-02-05 11:00:00,MS5,Truck,67,Inbound,1
204,2023-02-05 11:30:00,MS5,Truck,83,Outbound,1
205,2023-02-05 12:00:00,MS5,Bus,74,Inbound,1
206,2023-02-05 12:30:00,MS5,Bus,53,Inbound,1
207,2023-02-05 13:00:00,MS5,Truck,87,Outbound,1
208,2023-02-05 13:30:00,MS5,Car,35,Outbound,1
209,2023-02-05 14:00:00,MS5,Bus,39,Outbound,1
210,2023-02-05 14:30:00,MS5,Car,61,Inbound,1
211,2023-02-05 15:00:00,MS5,Car,50,Inbound,1
212,2023-02-05 15:30:00,MS5,Bus,40,Outbound,1
213,2023-02-05 16:00:00,MS5,Car,74,Inbound,1
214,2023-02-05 16:30:00,MS5,Car,47,Outbound,1
215,2023-02-05 17:00:00,MS5,Truck,82,Outbound,1
216,2023-02-05 17:30:00,MS5,Car,69,Inbound,1
217,2023-02-05 18:00:00,MS5,Truck,53,Inbound,1
218,2023-02-05 18:30:00,MS5,Bus,46,Outbound,1
219,2023-02-05 19:00:00,MS5,Bus,50,Outbound,1
220,2023-02-05 19:30:00,MS5,Truck,77,Outbound,1
221,2023-02-05 20:00:00,MS5,Bus,44,Outbound,1
222,2023-02-05 20:30:00,MS5,Car,59,Inbound,1
223,2023-02-05 21:00:00,MS5,Car,54,Outbound,1
224,2023-02-05 21:30:00,MS5,Car,65,Outbound,1
225,2023-02-05 22:00:00,MS5,Bus,38,Outbound,1
226,2023-02-05 22:30:00,MS5,Car,78,Inbound,1
227,2023-02-05 23:00:00,MS5,Bus,57,Inbound,1
228,2023-02-05 23:30:00,MS5,Car,36,Outbound,1
229,2023-02-06 00:00:00,MS5,Truck,56,Inbound,1
230,2023-02-06 00:30:00,MS5,Bus,85,Inbound,1
231,2023-02-06 01:00:00,MS5,Bus,71,Inbound,1
232,2023-02-06 01:30:00,MS5,Car,42,Outbound,1
233,2023-02-06 02:00:00,MS5,Bus,41,Outbound,1
234,2023-02-06 02:30:00,MS5,Bus,48,Inbound,1
235,2023-02-06 03:00:00,MS5,Truck,89,Outbound,1
236,2023-02-06 03:30:00,MS5,Truck,37,Outbound,1
237,2023-02-06 04:00:00,MS5,Car,84,Inbound,1
238,2023-02-06 04:30:00,MS5,Truck,50,Inbound,1
239,2023-02-06 05:00:00,MS5,Car,89,Outbound,1
240,2023-02-06 05:30:00,MS5,Car,53,Inbound,1
241,2023-02-06 06:00:00,MS5,Car,85,Outbound,1
242,2023-02-06 06:30:00,MS5,Bus,52,Outbound,1
243,2023-02-06 07:00:00,MS5,Truck,86,Inbound,1
244,2023-02-06 07:30:00,MS5,Car,50,Outbound,1
245,2023-02-06 08:00:00,MS5,Truck,42,Outbound,1
246,2023-02-06 08:30:00,MS5,Car,67,Inbound,1
247,2023-02-06 09:00:00,MS5,Truck,83,Inbound,1
248,2023-02-06 09:30:00,MS5,Truck,46,Inbound,1
249,2023-02-06 10:00:00,MS5,Car,87,Outbound,1
250,2023-02-06 10:30:00,MS5,Bus,45,Inbound,1
251,2023-02-06 11:00:00,MS5,Truck,39,Inbound,1
252,2023-02-06 11:30:00,MS5,Bus,61,Inbound,1
253,2023-02-06 12:00:00,MS5,Bus,46,Inbound,1
254,2023-02-06 12:30:00,MS5,Car,51,Outbound,1
255,2023-02-06 13:00:00,MS5,Car,40,Outbound,1
256,2023-02-06 13:30:00,MS5,Car,67,Inbound,1
257,2023-02-06 14:00:00,MS5,Truck,39,Outbound,1
258,2023-02-06 14:30:00,MS5,Car,62,Inbound,1
259,2023-02-06 15:00:00,MS5,Car,48,Inbound,1
260,2023-02-06 15:30:00,MS5,Truck,39,Outbound,1
