Vehicle ID,Timestamp,Location,Vehicle Type,Speed (km/h),Direction,Lane Number
145,2023-02-04 06:00:00,MS4,Motorcycle,34,Inbound,1
146,2023-02-04 06:30:00,MS4,Bus,37,Outbound,1
147,2023-02-04 07:00:00,MS4,Bus,54,Inbound,1
148,2023-02-04 07:30:00,MS4,Motorcycle,56,Inbound,1
149,2023-02-04 08:00:00,MS4,Truck,75,Outbound,1
150,2023-02-04 08:30:00,MS4,Car,52,Inbound,2
151,2023-02-04 09:00:00,MS4,Bus,59,Inbound,2
152,2023-02-04 09:30:00,MS4,Truck,74,Outbound,2
153,2023-02-04 10:00:00,MS4,Bus,76,Outbound,2
154,2023-02-04 10:30:00,MS4,Bus,52,Inbound,2
155,2023-02-04 11:00:00,MS4,Car,78,Outbound,1
156,2023-02-04 11:30:00,MS4,Bus,76,Outbound,1
157,2023-02-04 12:00:00,MS4,Car,49,Outbound,1
158,2023-02-04 12:30:00,MS4,Car,47,Outbound,1
159,2023-02-04 13:00:00,MS4,Car,47,Inbound,1
160,2023-02-04 13:30:00,MS4,Truck,31,Inbound,2
161,2023-02-04 14:00:00,MS4,Motorcycle,33,Inbound,2
162,2023-02-04 14:30:00,MS4,Truck,59,Outbound,2
163,2023-02-04 15:00:00,MS4,Motorcycle,62,Outbound,2
164,2023-02-04 15:30:00,MS4,Motorcycle,65,Outbound,1
165,2023-02-04 16:00:00,MS4,Car,47,Outbound,1
166,2023-02-04 16:30:00,MS4,Bus,66,Outbound,1
167,2023-02-04 17:00:00,MS4,Car,48,Outbound,2
168,2023-02-04 17:30:00,MS4,Bus,76,Outbound,1
169,2023-02-04 18:00:00,MS4,Motorcycle,57,Inbound,2
170,2023-02-04 18:30:00,MS4,Car,69,Inbound,1
171,2023-02-04 19:00:00,MS4,Bus,49,Outbound,1
172,2023-02-04 19:30:00,MS4,Truck,78,Outbound,2
173,2023-02-04 20:00:00,MS4,Bus,62,Outbound,1
174,2023-02-04 20:30:00,MS4,Car,41,Inbound,1
175,2023-02-04 21:00:00,MS4,Truck,80,Inbound,2
176,2023-02-04 21:30:00,MS4,Bus,44,Outbound,1
177,2023-02-04 22:00:00,MS4,Bus,70,Outbound,2
178,2023-02-04 22:30:00,MS4,Bus,68,Inbound,1
179,2023-02-04 23:00:00,MS4,Bus,31,Inbound,1
180,2023-02-04 23:30:00,MS4,Bus,58,Inbound,1
181,2023-02-05 00:00:00,MS4,Truck,70,Inbound,1
182,2023-02-05 00:30:00,MS4,Motorcycle,39,Outbound,1
183,2023-02-05 01:00:00,MS4,Truck,31,Inbound,1
184,2023-02-05 01:30:00,MS4,Truck,80,Inbound,1
185,2023-02-05 02:00:00,MS4,Truck,40,Outbound,1
186,2023-02-05 02:30:00,MS4,Motorcycle,42,Inbound,2
187,2023-02-05 03:00:00,MS4,Car,39,Inbound,2
188,2023-02-05 03:30:00,MS4,Motorcycle,43,Inbound,1
189,2023-02-05 04:00:00,MS4,Truck,47,Outbound,1
190,2023-02-05 04:30:00,MS4,Bus,80,Inbound,2
191,2023-02-05 05:00:00,MS4,Bus,83,Outbound,1
192,2023-02-05 05:30:00,MS4,Truck,38,Outbound,1
193,2023-02-05 06:00:00,MS4,Bus,68,Inbound,2
194,2023-02-05 06:30:00,MS4,Truck,57,Inbound,1
195,2023-02-05 07:00:00,MS4,Bus,32,Inbound,1
196,2023-02-05 07:30:00,MS4,Motorcycle,49,Inbound,2
197,2023-02-05 08:00:00,MS4,Car,35,Outbound,1
198,2023-02-05 08:30:00,MS4,Car,56,Inbound,1
199,2023-02-05 09:00:00,MS4,Motorcycle,82,Inbound,2
200,2023-02-05 09:30:00,MS4,Motorcycle,31,Inbound,1
201,2023-02-05 10:00:00,MS4,Truck,58,Outbound,2
202,2023-02-05 10:30:00,MS4,Truck,67,Inbound,1
203,2023-02-05 11:00:00,MS4,Truck,32,Inbound,1
204,2023-02-05 11:30:00,MS4,Bus,45,Outbound,2
205,2023-02-05 12:00:00,MS4,Truck,59,Outbound,2
206,2023-02-05 12:30:00,MS4,Motorcycle,69,Inbound,1
207,2023-02-05 13:00:00,MS4,Car,31,Inbound,2
208,2023-02-05 13:30:00,MS4,Bus,46,Inbound,2
209,2023-02-05 14:00:00,MS4,Truck,70,Inbound,1
210,2023-02-05 14:30:00,MS4,Bus,41,Inbound,1
211,2023-02-05 15:00:00,MS4,Bus,64,Outbound,1
212,2023-02-05 15:30:00,MS4,Truck,72,Outbound,2
213,2023-02-05 16:00:00,MS4,Bus,30,Inbound,2
214,2023-02-05 16:30:00,MS4,Car,84,Inbound,2
215,2023-02-05 17:00:00,MS4,Motorcycle,74,Outbound,2
216,2023-02-05 17:30:00,MS4,Motorcycle,44,Inbound,1
217,2023-02-05 18:00:00,MS4,Car,55,Inbound,2
218,2023-02-05 18:30:00,MS4,Bus,66,Inbound,1
219,2023-02-05 19:00:00,MS4,Truck,50,Inbound,2
220,2023-02-05 19:30:00,MS4,Bus,78,Inbound,1
221,2023-02-05 20:00:00,MS4,Car,60,Outbound,1
222,2023-02-05 20:30:00,MS4,Bus,54,Inbound,1
223,2023-02-05 21:00:00,MS4,Motorcycle,52,Inbound,2
224,2023-02-05 21:30:00,MS4,Bus,53,Inbound,1
225,2023-02-05 22:00:00,MS4,Car,67,Outbound,1
226,2023-02-05 22:30:00,MS4,Motorcycle,57,Outbound,2
227,2023-02-05 23:00:00,MS4,Bus,50,Outbound,1
228,2023-02-05 23:30:00,MS4,Bus,83,Outbound,2
229,2023-02-06 00:00:00,MS4,Motorcycle,72,Inbound,2
230,2023-02-06 00:30:00,MS4,Truck,47,Outbound,1
231,2023-02-06 01:00:00,MS4,Motorcycle,65,Inbound,1
232,2023-02-06 01:30:00,MS4,Truck,64,Inbound,2
233,2023-02-06 02:00:00,MS4,Car,74,Outbound,1
234,2023-02-06 02:30:00,MS4,Car,84,Outbound,2
235,2023-02-06 03:00:00,MS4,Motorcycle,38,Outbound,2
236,2023-02-06 03:30:00,MS4,Motorcycle,82,Outbound,2
237,2023-02-06 04:00:00,MS4,Car,67,Outbound,1
238,2023-02-06 04:30:00,MS4,Truck,59,Inbound,2
239,2023-02-06 05:00:00,MS4,Car,73,Outbound,1
240,2023-02-06 05:30:00,MS4,Motorcycle,63,Outbound,1
241,2023-02-06 06:00:00,MS4,Car,61,Outbound,1
242,2023-02-06 06:30:00,MS4,Motorcycle,32,Inbound,1
243,2023-02-06 07:00:00,MS4,Motorcycle,32,Outbound,2
244,2023-02-06 07:30:00,MS4,Car,57,Inbound,1
245,2023-02-06 08:00:00,MS4,Truck,73,Outbound,2
246,2023-02-06 08:30:00,MS4,Bus,44,Outbound,2
247,2023-02-06 09:00:00,MS4,Car,70,Inbound,1
248,2023-02-06 09:30:00,MS4,Bus,52,Outbound,2
249,2023-02-06 10:00:00,MS4,Car,69,Inbound,2
250,2023-02-06 10:30:00,MS4,Bus,40,Inbound,1
251,2023-02-06 11:00:00,MS4,Truck,77,Inbound,2
252,2023-02-06 11:30:00,MS4,Truck,61,Outbound,2
253,2023-02-06 12:00:00,MS4,Car,83,Outbound,2
254,2023-02-06 12:30:00,MS4,Motorcycle,65,Outbound,2
255,2023-02-06 13:00:00,MS4,Bus,62,Inbound,1
256,2023-02-06 13:30:00,MS4,Motorcycle,53,Outbound,2
257,2023-02-06 14:00:00,MS4,Motorcycle,68,Inbound,2
258,2023-02-06 14:30:00,MS4,Motorcycle,63,Outbound,2
259,2023-02-06 15:00:00,MS4,Truck,57,Inbound,2
260,2023-02-06 15:30:00,MS4,Car,66,Inbound,1
261,2023-02-06 16:00:00,MS4,Car,36,Inbound,2
262,2023-02-06 16:30:00,MS4,Truck,33,Outbound,1
263,2023-02-06 17:00:00,MS4,Truck,66,Inbound,2
264,2023-02-06 17:30:00,MS4,Car,30,Inbound,1
265,2023-02-06 18:00:00,MS4,Motorcycle,30,Inbound,1
266,2023-02-06 18:30:00,MS4,Bus,76,Inbound,1
267,2023-02-06 19:00:00,MS4,Bus,49,Inbound,1
268,2023-02-06 19:30:00,MS4,Bus,48,Inbound,1
269,2023-02-06 20:00:00,MS4,Motorcycle,58,Outbound,2
270,2023-02-06 20:30:00,MS4,Car,39,Outbound,2
271,2023-02-06 21:00:00,MS4,Truck,47,Inbound,2
272,2023-02-06 21:30:00,MS4,Car,57,Outbound,1
273,2023-02-06 22:00:00,MS4,Motorcycle,64,Outbound,2
274,2023-02-06 22:30:00,MS4,Truck,72,Inbound,1
275,2023-02-06 23:00:00,MS4,Motorcycle,76,Inbound,1
276,2023-02-06 23:30:00,MS4,Bus,60,Inbound,2
277,2023-02-07 00:00:00,MS4,Bus,56,Outbound,2
278,2023-02-07 00:30:00,MS4,Motorcycle,40,Inbound,1
279,2023-02-07 01:00:00,MS4,Truck,78,Outbound,1
280,2023-02-07 01:30:00,MS4,Truck,78,Inbound,2
