Vehicle ID,Timestamp,Location,Vehicle Type,Speed (km/h),Direction,Lane Number
65,2023-02-02 14:00:00,MS3,Bus,58,Outbound,2
66,2023-02-02 14:30:00,MS3,Car,65,Inbound,2
67,2023-02-02 15:00:00,MS3,Truck,67,Outbound,1
68,2023-02-02 15:30:00,MS3,Motorcycle,68,Inbound,1
69,2023-02-02 16:00:00,MS3,Motorcycle,79,Inbound,1
70,2023-02-02 16:30:00,MS3,Car,66,Inbound,2
71,2023-02-02 17:00:00,MS3,Car,64,Outbound,2
72,2023-02-02 17:30:00,MS3,Motorcycle,36,Outbound,1
73,2023-02-02 18:00:00,MS3,Bus,56,Inbound,1
74,2023-02-02 18:30:00,MS3,Car,57,Outbound,1
75,2023-02-02 19:00:00,MS3,Motorcycle,51,Outbound,2
76,2023-02-02 19:30:00,MS3,Car,43,Outbound,1
77,2023-02-02 20:00:00,MS3,Bus,36,Outbound,1
78,2023-02-02 20:30:00,MS3,Truck,66,Inbound,2
79,2023-02-02 21:00:00,MS3,Car,51,Inbound,2
80,2023-02-02 21:30:00,MS3,Bus,34,Outbound,2
81,2023-02-02 22:00:00,MS3,Motorcycle,31,Inbound,1
82,2023-02-02 22:30:00,MS3,Car,56,Outbound,2
83,2023-02-02 23:00:00,MS3,Car,50,Outbound,2
84,2023-02-02 23:30:00,MS3,Motorcycle,67,Inbound,1
85,2023-02-03 00:00:00,MS3,Truck,44,Inbound,2
86,2023-02-03 00:30:00,MS3,Motorcycle,50,Inbound,1
87,2023-02-03 01:00:00,MS3,Car,39,Outbound,1
88,2023-02-03 01:30:00,MS3,Motorcycle,52,Inbound,2
89,2023-02-03 02:00:00,MS3,Bus,68,Outbound,2
90,2023-02-03 02:30:00,MS3,Motorcycle,34,Inbound,2
91,2023-02-03 03:00:00,MS3,Car,30,Inbound,2
92,2023-02-03 03:30:00,MS3,Motorcycle,42,Outbound,2
93,2023-02-03 04:00:00,MS3,Truck,50,Outbound,2
94,2023-02-03 04:30:00,MS3,Motorcycle,55,Outbound,1
95,2023-02-03 05:00:00,MS3,Truck,79,Outbound,1
96,2023-02-03 05:30:00,MS3,Bus,74,Outbound,2
97,2023-02-03 06:00:00,MS3,Truck,50,Outbound,1
98,2023-02-03 06:30:00,MS3,Motorcycle,47,Outbound,2
99,2023-02-03 07:00:00,MS3,Car,66,Outbound,1
100,2023-02-03 07:30:00,MS3,Truck,74,Inbound,1
101,2023-02-03 08:00:00,MS3,Bus,61,Outbound,1
102,2023-02-03 08:30:00,MS3,Truck,65,Outbound,2
103,2023-02-03 09:00:00,MS3,Truck,46,Inbound,1
104,2023-02-03 09:30:00,MS3,Truck,64,Outbound,2
105,2023-02-03 10:00:00,MS3,Bus,78,Inbound,1
106,2023-02-03 10:30:00,MS3,Motorcycle,40,Inbound,1
107,2023-02-03 11:00:00,MS3,Truck,50,Outbound,1
108,2023-02-03 11:30:00,MS3,Truck,55,Inbound,1
109,2023-02-03 12:00:00,MS3,Car,33,Outbound,1
110,2023-02-03 12:30:00,MS3,Bus,63,Inbound,2
111,2023-02-03 13:00:00,MS3,Truck,77,Inbound,2
112,2023-02-03 13:30:00,MS3,Bus,47,Inbound,1
113,2023-02-03 14:00:00,MS3,Truck,69,Outbound,1
114,2023-02-03 14:30:00,MS3,Motorcycle,64,Outbound,1
115,2023-02-03 15:00:00,MS3,Motorcycle,70,Inbound,1
116,2023-02-03 15:30:00,MS3,Truck,58,Inbound,2
117,2023-02-03 16:00:00,MS3,Motorcycle,58,Outbound,1
118,2023-02-03 16:30:00,MS3,Truck,67,Outbound,2
119,2023-02-03 17:00:00,MS3,Motorcycle,71,Inbound,1
120,2023-02-03 17:30:00,MS3,Car,50,Inbound,2
121,2023-02-03 18:00:00,MS3,Car,71,Outbound,1
122,2023-02-03 18:30:00,MS3,Car,42,Outbound,1
123,2023-02-03 19:00:00,MS3,Bus,78,Outbound,2
124,2023-02-03 19:30:00,MS3,Bus,70,Outbound,1
125,2023-02-03 20:00:00,MS3,Car,46,Outbound,1
126,2023-02-03 20:30:00,MS3,Bus,38,Inbound,1
127,2023-02-03 21:00:00,MS3,Motorcycle,70,Outbound,2
128,2023-02-03 21:30:00,MS3,Truck,30,Inbound,1
129,2023-02-03 22:00:00,MS3,Truck,31,Outbound,1
130,2023-02-03 22:30:00,MS3,Truck,77,Inbound,2
131,2023-02-03 23:00:00,MS3,Car,58,Outbound,2
132,2023-02-03 23:30:00,MS3,Bus,62,Outbound,2
133,2023-02-04 00:00:00,MS3,Motorcycle,39,Inbound,1
134,2023-02-04 00:30:00,MS3,Motorcycle,79,Inbound,1
135,2023-02-04 01:00:00,MS3,Car,69,Outbound,1
136,2023-02-04 01:30:00,MS3,Motorcycle,50,Outbound,2
137,2023-02-04 02:00:00,MS3,Motorcycle,57,Outbound,1
138,2023-02-04 02:30:00,MS3,Motorcycle,40,Outbound,1
139,2023-02-04 03:00:00,MS3,Motorcycle,63,Outbound,2
140,2023-02-04 03:30:00,MS3,Bus,37,Inbound,2
141,2023-02-04 04:00:00,MS3,Motorcycle,51,Inbound,2
142,2023-02-04 04:30:00,MS3,Truck,37,Outbound,2
143,2023-02-04 05:00:00,MS3,Car,78,Inbound,2
144,2023-02-04 05:30:00,MS3,Bus,44,Inbound,1
145,2023-02-04 06:00:00,MS3,Motorcycle,46,Inbound,2
146,2023-02-04 06:30:00,MS3,Bus,52,Outbound,1
147,2023-02-04 07:00:00,MS3,Motorcycle,53,Inbound,1
148,2023-02-04 07:30:00,MS3,Truck,74,Outbound,2
149,2023-02-04 08:00:00,MS3,Car,48,Inbound,2
150,2023-02-04 08:30:00,MS3,Motorcycle,34,Outbound,2
151,2023-02-04 09:00:00,MS3,Motorcycle,61,Inbound,1
152,2023-02-04 09:30:00,MS3,Motorcycle,73,Outbound,2
153,2023-02-04 10:00:00,MS3,Motorcycle,30,Outbound,2
154,2023-02-04 10:30:00,MS3,Car,52,Inbound,2
155,2023-02-04 11:00:00,MS3,Car,66,Outbound,2
156,2023-02-04 11:30:00,MS3,Truck,37,Outbound,2
157,2023-02-04 12:00:00,MS3,Car,42,Outbound,1
158,2023-02-04 12:30:00,MS3,Motorcycle,37,Outbound,1
159,2023-02-04 13:00:00,MS3,Truck,52,Outbound,1
160,2023-02-04 13:30:00,MS3,Truck,72,Outbound,2
161,2023-02-04 14:00:00,MS3,Truck,30,Outbound,2
162,2023-02-04 14:30:00,MS3,Motorcycle,74,Outbound,2
163,2023-02-04 15:00:00,MS3,Bus,53,Inbound,1
164,2023-02-04 15:30:00,MS3,Motorcycle,64,Inbound,2
165,2023-02-04 16:00:00,MS3,Car,53,Outbound,2
166,2023-02-04 16:30:00,MS3,Car,46,Outbound,2
167,2023-02-04 17:00:00,MS3,Motorcycle,34,Inbound,1
168,2023-02-04 17:30:00,MS3,Motorcycle,49,Inbound,2
169,2023-02-04 18:00:00,MS3,Truck,50,Inbound,1
170,2023-02-04 18:30:00,MS3,Motorcycle,69,Outbound,2
171,2023-02-04 19:00:00,MS3,Truck,60,Inbound,1
172,2023-02-04 19:30:00,MS3,Car,75,Outbound,1
173,2023-02-04 20:00:00,MS3,Truck,65,Outbound,1
174,2023-02-04 20:30:00,MS3,Motorcycle,40,Inbound,2
175,2023-02-04 21:00:00,MS3,Car,44,Outbound,2
176,2023-02-04 21:30:00,MS3,Bus,48,Outbound,1
177,2023-02-04 22:00:00,MS3,Truck,36,Outbound,1
178,2023-02-04 22:30:00,MS3,Car,57,Outbound,2
179,2023-02-04 23:00:00,MS3,Truck,72,Inbound,2
180,2023-02-04 23:30:00,MS3,Car,34,Inbound,1
181,2023-02-05 00:00:00,MS3,Car,34,Outbound,2
182,2023-02-05 00:30:00,MS3,Truck,59,Outbound,2
183,2023-02-05 01:00:00,MS3,Bus,61,Inbound,2
184,2023-02-05 01:30:00,MS3,Car,37,Outbound,2
185,2023-02-05 02:00:00,MS3,Car,39,Inbound,1
186,2023-02-05 02:30:00,MS3,Car,67,Outbound,2
187,2023-02-05 03:00:00,MS3,Bus,76,Outbound,2
188,2023-02-05 03:30:00,MS3,Bus,61,Inbound,1
189,2023-02-05 04:00:00,MS3,Motorcycle,77,Inbound,1
190,2023-02-05 04:30:00,MS3,Truck,57,Inbound,2
191,2023-02-05 05:00:00,MS3,Bus,46,Inbound,2
192,2023-02-05 05:30:00,MS3,Truck,60,Outbound,2
193,2023-02-05 06:00:00,MS3,Motorcycle,37,Inbound,2
194,2023-02-05 06:30:00,MS3,Truck,69,Outbound,1
195,2023-02-05 07:00:00,MS3,Bus,54,Inbound,1
196,2023-02-05 07:30:00,MS3,Truck,38,Inbound,1
197,2023-02-05 08:00:00,MS3,Bus,31,Outbound,2
198,2023-02-05 08:30:00,MS3,Truck,44,Inbound,2
199,2023-02-05 09:00:00,MS3,Bus,79,Inbound,2
200,2023-02-05 09:30:00,MS3,Bus,32,Inbound,2
201,2023-02-05 10:00:00,MS3,Truck,78,Inbound,1
202,2023-02-05 10:30:00,MS3,Motorcycle,65,Outbound,1
203,2023-02-05 11:00:00,MS3,Car,33,Outbound,2
204,2023-02-05 11:30:00,MS3,Motorcycle,43,Inbound,1
205,2023-02-05 12:00:00,MS3,Truck,70,Inbound,2
206,2023-02-05 12:30:00,MS3,Motorcycle,70,Inbound,2
207,2023-02-05 13:00:00,MS3,Bus,54,Outbound,1
208,2023-02-05 13:30:00,MS3,Car,79,Outbound,2
209,2023-02-05 14:00:00,MS3,Truck,39,Outbound,2
210,2023-02-05 14:30:00,MS3,Truck,50,Outbound,1
211,2023-02-05 15:00:00,MS3,Truck,65,Inbound,2
212,2023-02-05 15:30:00,MS3,Car,41,Inbound,2
213,2023-02-05 16:00:00,MS3,Bus,56,Inbound,1
214,2023-02-05 16:30:00,MS3,Truck,69,Outbound,2
215,2023-02-05 17:00:00,MS3,Motorcycle,31,Inbound,1
216,2023-02-05 17:30:00,MS3,Truck,42,Outbound,2
217,2023-02-05 18:00:00,MS3,Truck,61,Outbound,1
218,2023-02-05 18:30:00,MS3,Truck,60,Inbound,1
219,2023-02-05 19:00:00,MS3,Truck,45,Inbound,1
220,2023-02-05 19:30:00,MS3,Bus,61,Inbound,2
221,2023-02-05 20:00:00,MS3,Motorcycle,61,Outbound,1
222,2023-02-05 20:30:00,MS3,Bus,63,Outbound,1
223,2023-02-05 21:00:00,MS3,Motorcycle,40,Inbound,1
224,2023-02-05 21:30:00,MS3,Truck,39,Inbound,1
225,2023-02-05 22:00:00,MS3,Car,44,Outbound,1
226,2023-02-05 22:30:00,MS3,Bus,46,Inbound,2
227,2023-02-05 23:00:00,MS3,Car,69,Outbound,2
228,2023-02-05 23:30:00,MS3,Bus,47,Outbound,2
229,2023-02-06 00:00:00,MS3,Truck,38,Inbound,2
230,2023-02-06 00:30:00,MS3,Bus,54,Inbound,2
231,2023-02-06 01:00:00,MS3,Truck,69,Inbound,2
232,2023-02-06 01:30:00,MS3,Bus,43,Inbound,2
233,2023-02-06 02:00:00,MS3,Truck,54,Outbound,1
234,2023-02-06 02:30:00,MS3,Truck,79,Outbound,2
235,2023-02-06 03:00:00,MS3,Motorcycle,51,Outbound,1
236,2023-02-06 03:30:00,MS3,Truck,59,Inbound,1
237,2023-02-06 04:00:00,MS3,Motorcycle,49,Outbound,2
238,2023-02-06 04:30:00,MS3,Truck,50,Inbound,1
239,2023-02-06 05:00:00,MS3,Car,73,Inbound,1
240,2023-02-06 05:30:00,MS3,Truck,61,Inbound,1
241,2023-02-06 06:00:00,MS3,Car,75,Inbound,1
242,2023-02-06 06:30:00,MS3,Car,78,Inbound,2
243,2023-02-06 07:00:00,MS3,Truck,50,Inbound,2
244,2023-02-06 07:30:00,MS3,Car,64,Outbound,2
245,2023-02-06 08:00:00,MS3,Motorcycle,61,Inbound,2
246,2023-02-06 08:30:00,MS3,Bus,59,Outbound,2
247,2023-02-06 09:00:00,MS3,Truck,68,Outbound,2
248,2023-02-06 09:30:00,MS3,Car,78,Inbound,2
249,2023-02-06 10:00:00,MS3,Truck,41,Inbound,2
250,2023-02-06 10:30:00,MS3,Motorcycle,70,Inbound,2
