Vehicle ID,Timestamp,Location,Vehicle Type,Speed (km/h),Direction,Lane Number
125,2023-02-03 20:00:00,MS2,Bus,64,Outbound,1
126,2023-02-03 20:30:00,MS2,Bus,49,Outbound,1
127,2023-02-03 21:00:00,MS2,Motorcycle,29,Outbound,1
128,2023-02-03 21:30:00,MS2,Motorcycle,35,Outbound,1
129,2023-02-03 22:00:00,MS2,Bicycle,58,Outbound,2
130,2023-02-03 22:30:00,MS2,Bicycle,48,Inbound,1
131,2023-02-03 23:00:00,MS2,Truck,39,Inbound,1
132,2023-02-03 23:30:00,MS2,Truck,62,Inbound,1
133,2023-02-04 00:00:00,MS2,Car,32,Inbound,1
134,2023-02-04 00:30:00,MS2,Bicycle,29,Inbound,1
135,2023-02-04 01:00:00,MS2,Bus,72,Outbound,1
136,2023-02-04 01:30:00,MS2,Bicycle,50,Outbound,1
137,2023-02-04 02:00:00,MS2,Bus,42,Outbound,2
138,2023-02-04 02:30:00,MS2,Motorcycle,30,Outbound,2
139,2023-02-04 03:00:00,MS2,Bicycle,61,Outbound,1
140,2023-02-04 03:30:00,MS2,Motorcycle,72,Outbound,2
141,2023-02-04 04:00:00,MS2,Truck,37,Outbound,2
142,2023-02-04 04:30:00,MS2,Truck,52,Inbound,2
143,2023-02-04 05:00:00,MS2,Car,29,Inbound,2
144,2023-02-04 05:30:00,MS2,Bicycle,37,Inbound,1
145,2023-02-04 06:00:00,MS2,Motorcycle,41,Inbound,2
146,2023-02-04 06:30:00,MS2,Bus,74,Outbound,2
147,2023-02-04 07:00:00,MS2,Truck,64,Outbound,2
148,2023-02-04 07:30:00,MS2,Truck,69,Outbound,1
149,2023-02-04 08:00:00,MS2,Bus,56,Inbound,1
150,2023-02-04 08:30:00,MS2,Motorcycle,53,Outbound,1
151,2023-02-04 09:00:00,MS2,Motorcycle,27,Outbound,1
152,2023-02-04 09:30:00,MS2,Bicycle,64,Outbound,1
153,2023-02-04 10:00:00,MS2,Bicycle,58,Inbound,1
154,2023-02-04 10:30:00,MS2,Car,64,Outbound,1
155,2023-02-04 11:00:00,MS2,Truck,51,Inbound,2
156,2023-02-04 11:30:00,MS2,Bicycle,37,Inbound,2
157,2023-02-04 12:00:00,MS2,Motorcycle,69,Inbound,2
158,2023-02-04 12:30:00,MS2,Bus,57,Inbound,1
159,2023-02-04 13:00:00,MS2,Motorcycle,30,Outbound,1
160,2023-02-04 13:30:00,MS2,Truck,48,Inbound,1
161,2023-02-04 14:00:00,MS2,Motorcycle,43,Inbound,1
162,2023-02-04 14:30:00,MS2,Car,40,Outbound,1
163,2023-02-04 15:00:00,MS2,Truck,64,Outbound,2
164,2023-02-04 15:30:00,MS2,Bus,52,Inbound,2
165,2023-02-04 16:00:00,MS2,Car,57,Outbound,1
166,2023-02-04 16:30:00,MS2,Truck,72,Inbound,1
167,2023-02-04 17:00:00,MS2,Bus,65,Inbound,1
168,2023-02-04 17:30:00,MS2,Car,37,Inbound,1
169,2023-02-04 18:00:00,MS2,Car,67,Inbound,2
170,2023-02-04 18:30:00,MS2,Truck,69,Outbound,1
171,2023-02-04 19:00:00,MS2,Bicycle,49,Inbound,1
172,2023-02-04 19:30:00,MS2,Car,66,Outbound,1
173,2023-02-04 20:00:00,MS2,Car,60,Outbound,1
174,2023-02-04 20:30:00,MS2,Bus,51,Outbound,2
175,2023-02-04 21:00:00,MS2,Motorcycle,62,Outbound,1
176,2023-02-04 21:30:00,MS2,Truck,31,Inbound,1
177,2023-02-04 22:00:00,MS2,Truck,29,Outbound,2
178,2023-02-04 22:30:00,MS2,Bicycle,67,Inbound,2
179,2023-02-04 23:00:00,MS2,Bicycle,69,Outbound,2
180,2023-02-04 23:30:00,MS2,Truck,55,Outbound,1
181,2023-02-05 00:00:00,MS2,Bicycle,47,Inbound,1
182,2023-02-05 00:30:00,MS2,Bus,66,Inbound,2
183,2023-02-05 01:00:00,MS2,Truck,34,Inbound,2
184,2023-02-05 01:30:00,MS2,Bicycle,56,Outbound,2
185,2023-02-05 02:00:00,MS2,Truck,67,Outbound,2
186,2023-02-05 02:30:00,MS2,Motorcycle,54,Inbound,2
187,2023-02-05 03:00:00,MS2,Car,63,Inbound,2
188,2023-02-05 03:30:00,MS2,Truck,55,Inbound,1
189,2023-02-05 04:00:00,MS2,Car,42,Inbound,1
190,2023-02-05 04:30:00,MS2,Bicycle,60,Outbound,1
191,2023-02-05 05:00:00,MS2,Car,26,Inbound,2
192,2023-02-05 05:30:00,MS2,Truck,38,Inbound,2
193,2023-02-05 06:00:00,MS2,Motorcycle,37,Inbound,2
194,2023-02-05 06:30:00,MS2,Bicycle,53,Inbound,2
195,2023-02-05 07:00:00,MS2,Truck,36,Outbound,2
196,2023-02-05 07:30:00,MS2,Bicycle,63,Inbound,2
197,2023-02-05 08:00:00,MS2,Bus,26,Outbound,1
198,2023-02-05 08:30:00,MS2,Car,56,Inbound,1
199,2023-02-05 09:00:00,MS2,Bus,37,Inbound,2
200,2023-02-05 09:30:00,MS2,Truck,70,Outbound,1
201,2023-02-05 10:00:00,MS2,Motorcycle,51,Inbound,2
202,2023-02-05 10:30:00,MS2,Bicycle,73,Outbound,1
203,2023-02-05 11:00:00,MS2,Car,65,Outbound,2
204,2023-02-05 11:30:00,MS2,Bicycle,41,Inbound,2
205,2023-02-05 12:00:00,MS2,Truck,64,Outbound,1
206,2023-02-05 12:30:00,MS2,Bicycle,55,Outbound,1
207,2023-02-05 13:00:00,MS2,Car,58,Outbound,2
208,2023-02-05 13:30:00,MS2,Truck,48,Outbound,2
209,2023-02-05 14:00:00,MS2,Bicycle,69,Outbound,1
210,2023-02-05 14:30:00,MS2,Motorcycle,59,Outbound,1
211,2023-02-05 15:00:00,MS2,Truck,72,Outbound,2
212,2023-02-05 15:30:00,MS2,Truck,30,Outbound,1
213,2023-02-05 16:00:00,MS2,Motorcycle,43,Inbound,2
214,2023-02-05 16:30:00,MS2,Bus,54,Inbound,2
215,2023-02-05 17:00:00,MS2,Car,31,Outbound,2
216,2023-02-05 17:30:00,MS2,Bus,34,Inbound,2
217,2023-02-05 18:00:00,MS2,Bicycle,65,Outbound,1
218,2023-02-05 18:30:00,MS2,Motorcycle,56,Outbound,1
219,2023-02-05 19:00:00,MS2,Bus,58,Inbound,1
220,2023-02-05 19:30:00,MS2,Truck,52,Outbound,1
221,2023-02-05 20:00:00,MS2,Bicycle,39,Outbound,1
222,2023-02-05 20:30:00,MS2,Bicycle,54,Outbound,1
223,2023-02-05 21:00:00,MS2,Bus,61,Outbound,1
224,2023-02-05 21:30:00,MS2,Bus,53,Inbound,2
225,2023-02-05 22:00:00,MS2,Motorcycle,46,Outbound,1
226,2023-02-05 22:30:00,MS2,Car,28,Outbound,1
227,2023-02-05 23:00:00,MS2,Bus,44,Outbound,2
228,2023-02-05 23:30:00,MS2,Bus,56,Inbound,1
229,2023-02-06 00:00:00,MS2,Truck,60,Outbound,1
230,2023-02-06 00:30:00,MS2,Bicycle,74,Inbound,2
231,2023-02-06 01:00:00,MS2,Car,28,Inbound,1
232,2023-02-06 01:30:00,MS2,Truck,51,Outbound,1
233,2023-02-06 02:00:00,MS2,Motorcycle,41,Outbound,1
234,2023-02-06 02:30:00,MS2,Motorcycle,36,Inbound,2
235,2023-02-06 03:00:00,MS2,Bus,46,Outbound,1
236,2023-02-06 03:30:00,MS2,Bus,41,Inbound,1
237,2023-02-06 04:00:00,MS2,Motorcycle,34,Inbound,2
238,2023-02-06 04:30:00,MS2,Bus,25,Outbound,1
239,2023-02-06 05:00:00,MS2,Car,46,Outbound,2
240,2023-02-06 05:30:00,MS2,Bus,50,Inbound,2
241,2023-02-06 06:00:00,MS2,Bicycle,42,Inbound,1
242,2023-02-06 06:30:00,MS2,Bus,74,Inbound,2
243,2023-02-06 07:00:00,MS2,Truck,38,Inbound,2
244,2023-02-06 07:30:00,MS2,Car,71,Outbound,1
245,2023-02-06 08:00:00,MS2,Truck,53,Outbound,2
246,2023-02-06 08:30:00,MS2,Truck,36,Outbound,2
247,2023-02-06 09:00:00,MS2,Bicycle,60,Outbound,1
248,2023-02-06 09:30:00,MS2,Car,59,Outbound,1
249,2023-02-06 10:00:00,MS2,Car,36,Inbound,1
250,2023-02-06 10:30:00,MS2,Car,31,Outbound,2
251,2023-02-06 11:00:00,MS2,Car,53,Outbound,1
252,2023-02-06 11:30:00,MS2,Car,35,Outbound,2
253,2023-02-06 12:00:00,MS2,Bicycle,57,Outbound,2
254,2023-02-06 12:30:00,MS2,Bus,30,Outbound,2
255,2023-02-06 13:00:00,MS2,Truck,71,Inbound,2
256,2023-02-06 13:30:00,MS2,Car,39,Inbound,2
257,2023-02-06 14:00:00,MS2,Bus,56,Inbound,2
258,2023-02-06 14:30:00,MS2,Bus,35,Outbound,2
259,2023-02-06 15:00:00,MS2,Truck,47,Inbound,1
260,2023-02-06 15:30:00,MS2,Bicycle,50,Inbound,1
261,2023-02-06 16:00:00,MS2,Motorcycle,58,Outbound,2
262,2023-02-06 16:30:00,MS2,Motorcycle,70,Outbound,2
263,2023-02-06 17:00:00,MS2,Bus,58,Outbound,1
264,2023-02-06 17:30:00,MS2,Truck,53,Inbound,2
265,2023-02-06 18:00:00,MS2,Motorcycle,28,Inbound,1
266,2023-02-06 18:30:00,MS2,Bus,41,Outbound,1
267,2023-02-06 19:00:00,MS2,Bicycle,59,Outbound,1
268,2023-02-06 19:30:00,MS2,Motorcycle,37,Inbound,2
269,2023-02-06 20:00:00,MS2,Bus,65,Inbound,2
270,2023-02-06 20:30:00,MS2,Bus,63,Outbound,1
271,2023-02-06 21:00:00,MS2,Car,39,Outbound,1
272,2023-02-06 21:30:00,MS2,Bicycle,53,Inbound,1
273,2023-02-06 22:00:00,MS2,Car,53,Outbound,1
274,2023-02-06 22:30:00,MS2,Truck,35,Inbound,1
275,2023-02-06 23:00:00,MS2,Car,56,Inbound,2
276,2023-02-06 23:30:00,MS2,Car,26,Inbound,1
277,2023-02-07 00:00:00,MS2,Motorcycle,71,Inbound,2
278,2023-02-07 00:30:00,MS2,Bus,38,Outbound,1
279,2023-02-07 01:00:00,MS2,Bicycle,44,Outbound,2
280,2023-02-07 01:30:00,MS2,Car,46,Inbound,2
281,2023-02-07 02:00:00,MS2,Bicycle,35,Inbound,2
282,2023-02-07 02:30:00,MS2,Car,51,Inbound,2
283,2023-02-07 03:00:00,MS2,Truck,27,Inbound,2
284,2023-02-07 03:30:00,MS2,Car,41,Inbound,2
285,2023-02-07 04:00:00,MS2,Motorcycle,68,Outbound,1
286,2023-02-07 04:30:00,MS2,Bus,52,Outbound,2
287,2023-02-07 05:00:00,MS2,Truck,53,Outbound,1
288,2023-02-07 05:30:00,MS2,Car,45,Outbound,2
289,2023-02-07 06:00:00,MS2,Bicycle,71,Inbound,2
290,2023-02-07 06:30:00,MS2,Truck,40,Inbound,1
291,2023-02-07 07:00:00,MS2,Truck,61,Inbound,2
292,2023-02-07 07:30:00,MS2,Car,44,Inbound,1
293,2023-02-07 08:00:00,MS2,Truck,30,Inbound,1
294,2023-02-07 08:30:00,MS2,Bicycle,43,Outbound,1
295,2023-02-07 09:00:00,MS2,Truck,29,Inbound,1
296,2023-02-07 09:30:00,MS2,Bicycle,27,Outbound,2
297,2023-02-07 10:00:00,MS2,Car,25,Outbound,2
298,2023-02-07 10:30:00,MS2,Bus,62,Outbound,1
299,2023-02-07 11:00:00,MS2,Truck,39,Outbound,2
300,2023-02-07 11:30:00,MS2,Bus,58,Inbound,2
301,2023-02-07 12:00:00,MS2,Bicycle,59,Outbound,1
302,2023-02-07 12:30:00,MS2,Truck,73,Outbound,2
303,2023-02-07 13:00:00,MS2,Motorcycle,49,Outbound,1
304,2023-02-07 13:30:00,MS2,Bus,48,Inbound,1
305,2023-02-07 14:00:00,MS2,Truck,36,Inbound,2
306,2023-02-07 14:30:00,MS2,Bus,42,Inbound,2
307,2023-02-07 15:00:00,MS2,Truck,39,Outbound,2
308,2023-02-07 15:30:00,MS2,Car,68,Outbound,1
309,2023-02-07 16:00:00,MS2,Bus,40,Inbound,1
310,2023-02-07 16:30:00,MS2,Motorcycle,51,Outbound,2
311,2023-02-07 17:00:00,MS2,Motorcycle,32,Inbound,2
312,2023-02-07 17:30:00,MS2,Bicycle,70,Inbound,2
313,2023-02-07 18:00:00,MS2,Truck,49,Outbound,2
314,2023-02-07 18:30:00,MS2,Bus,41,Outbound,1
315,2023-02-07 19:00:00,MS2,Bicycle,53,Outbound,2
316,2023-02-07 19:30:00,MS2,Bus,32,Outbound,1
317,2023-02-07 20:00:00,MS2,Truck,39,Inbound,1
318,2023-02-07 20:30:00,MS2,Motorcycle,51,Inbound,2
319,2023-02-07 21:00:00,MS2,Car,70,Inbound,2
320,2023-02-07 21:30:00,MS2,Motorcycle,74,Inbound,2
